tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2016-338,Sydney,Hard,28,A,20160111,MS021,103990,,,Tommy Robredo,R,180,ESP,33,43,1000,105357,,,John Millman,R,183,AUS,26,93,611,76(3) 63,3,R32,95,6,1,78,54,38,13,11,5,5,5,1,66,43,23,13,10,2,7
2016-338,Sydney,Hard,28,A,20160111,MS022,103917,,Q,Nicolas Mahut,R,191,FRA,33,71,710,105173,,,Adrian Mannarino,L,180,FRA,27,44,985,64 75,3,R32,98,4,1,63,41,26,11,11,5,9,4,3,74,47,29,9,11,4,8
2016-338,Sydney,Hard,28,A,20160111,MS023,104312,5,,Andreas Seppi,R,191,ITA,31,29,1270,104797,,,Denis Istomin,R,188,UZB,29,61,781,64 46 62,3,R32,103,3,3,76,41,32,15,14,0,5,11,1,79,44,28,16,14,0,3
2016-338,Sydney,Hard,28,A,20160111,MS024,105238,8,,Alexandr Dolgopolov,R,180,UKR,27,36,1135,105064,,,Thomaz Bellucci,L,188,BRA,28,37,1105,61 64,3,R32,66,7,0,48,32,27,10,9,1,5,4,5,63,32,22,13,8,2,1
2016-338,Sydney,Hard,28,A,20160111,MS025,105512,,Q,Alexander Sarkissian,R,191,USA,,,,104620,,,Simone Bolelli,R,183,ITA,30,58,790,62 76(5),3,R32,95,8,1,62,29,22,23,10,2,7,5,0,77,49,29,15,10,4,3
2016-338,Sydney,Hard,28,A,20160111,MS026,104655,,,Pablo Cuevas,R,180,URU,30,41,1065,109739,,,Maximilian Marterer,L,,GER,,,,64 64,3,R32,70,9,4,60,32,28,16,10,6,6,2,4,65,45,32,7,10,4,6
2016-338,Sydney,Hard,28,A,20160111,MS028,104871,6,,Jeremy Chardy,R,188,FRA,28,31,1255,105062,,,Mikhail Kukushkin,R,183,KAZ,28,63,762,62 63,3,R32,63,11,1,49,27,22,12,9,0,5,0,0,61,49,27,3,8,1,1
2016-338,Sydney,Hard,28,A,20160111,MS029,105902,,WC,James Duckworth,R,183,AUS,,,,105438,,,Inigo Cervantes,R,183,ESP,26,72,703,63 62,3,R32,70,3,2,72,37,30,18,9,6,4,5,5,48,23,15,13,8,1,6
2016-338,Sydney,Hard,28,A,20160111,MS030,104180,,,Gilles Muller,L,193,LUX,32,38,1105,106432,,,Borna Coric,R,185,CRO,19,40,1066,61 64,3,R32,58,12,0,49,30,28,9,9,0,4,3,2,38,26,17,5,8,1,0
2016-375,Montpellier,Hard,28,A,20160201,MS001,104755,1,,Richard Gasquet,R,185,FRA,29,10,2760,103908,,,Paul-Henri Mathieu,R,185,FRA,34,93,609,75 64,3,F,108,2,3,63,30,23,19,11,2,7,4,1,68,38,25,12,11,3,4
2016-375,Montpellier,Hard,28,A,20160201,MS002,104755,1,,Richard Gasquet,R,185,FRA,29,10,2760,104460,,,Dustin Brown,R,196,GER,,,,16 64 63,3,SF,99,4,4,90,64,37,15,13,10,10,17,4,78,54,34,11,13,6,14
2016-375,Montpellier,Hard,28,A,20160201,MS003,103908,,,Paul-Henri Mathieu,R,185,FRA,34,93,609,100644,,,Alexander Zverev,R,198,GER,18,85,651,76(11) 75,3,SF,115,9,0,88,53,39,23,12,5,4,15,0,74,59,45,7,12,1,7
2016-375,Montpellier,Hard,28,A,20160201,MS004,104755,1,,Richard Gasquet,R,185,FRA,29,10,2760,104571,8 WC,,Marcos Baghdatis,R,178,CYP,30,53,814,64 64,3,QF,87,5,1,63,39,26,16,10,5,4,3,1,62,38,27,12,10,1,6
2016-375,Montpellier,Hard,28,A,20160201,MS005,104460,,Q,Dustin Brown,R,196,GER,,,,105074,,,Ruben Bemelmans,L,183,BEL,,,,63 63,3,QF,57,4,5,51,34,27,9,9,4,10,1,1,56,39,23,7,9,6,5
2016-375,Montpellier,Hard,28,A,20160201,MS006,103908,,,Paul-Henri Mathieu,R,185,FRA,34,93,609,105357,,,John Millman,R,183,AUS,26,78,701,76(5) 57 63,3,QF,140,17,4,108,75,55,19,17,8,4,6,2,102,70,51,18,16,2,10
2016-375,Montpellier,Hard,28,A,20160201,MS007,100644,,,Alexander Zverev,R,198,GER,18,85,651,103582,,,Michael Berrer,L,193,GER,,,,67(2) 62 75,3,QF,163,8,7,122,85,59,18,16,16,13,4,1,123,87,55,18,16,8,18
2016-375,Montpellier,Hard,28,A,20160201,MS008,104755,1,,Richard Gasquet,R,185,FRA,29,10,2760,105208,,,Ernests Gulbis,R,191,LAT,27,82,661,64 64,3,R16,74,3,1,55,37,33,10,10,0,3,9,1,58,40,29,8,10,1,0
2016-375,Montpellier,Hard,28,A,20160201,MS009,104571,8 WC,,Marcos Baghdatis,R,178,CYP,30,53,814,106121,,,Taro Daniel,R,191,JPN,23,97,603,62 76(7),3,R16,100,8,1,65,28,26,21,10,4,7,1,1,74,49,34,10,10,4,5
2016-375,Montpellier,Hard,28,A,20160201,MS010,104460,,Q,Dustin Brown,R,196,GER,,,,104468,3,,Gilles Simon,R,183,FRA,31,15,2235,64 64,3,R16,65,10,0,55,36,30,13,10,2,6,1,0,63,42,27,13,10,4,2
2016-375,Montpellier,Hard,28,A,20160201,MS011,105074,,,Ruben Bemelmans,L,183,BEL,,,,105526,,,Jan-Lennard Struff,R,196,GER,,,,64 67(5) 63,3,R16,129,7,0,131,88,65,21,16,8,8,14,1,93,58,48,15,15,6,8
2016-375,Montpellier,Hard,28,A,20160201,MS012,105357,,,John Millman,R,183,AUS,26,78,701,104273,,,Edouard Roger-Vasselin,R,188,FRA,,,,46 61 64,3,R16,106,5,2,83,57,37,16,14,1,9,5,3,82,54,32,13,13,4,4
2016-375,Montpellier,Hard,28,A,20160201,MS013,103908,,,Paul-Henri Mathieu,R,185,FRA,34,93,609,105332,4,,Benoit Paire,R,196,FRA,26,21,1686,63 63,3,R16,69,3,0,54,33,26,12,9,1,9,3,3,61,29,16,16,9,5,2
2016-375,Montpellier,Hard,28,A,20160201,MS014,103582,,,Michael Berrer,L,193,GER,,,,104932,,,Kenny De Schepper,L,203,FRA,,,,63 64,3,R16,80,0,0,58,47,36,3,10,1,8,6,2,60,42,28,7,9,5,2
2016-375,Montpellier,Hard,28,A,20160201,MS015,100644,,,Alexander Zverev,R,198,GER,18,85,651,105227,2,,Marin Cilic,R,198,CRO,27,13,2495,76(4) 76(1),3,R16,111,8,1,86,58,41,14,12,6,3,9,1,74,43,29,21,12,1,8
2016-375,Montpellier,Hard,28,A,20160201,MS017,105208,,,Ernests Gulbis,R,191,LAT,27,82,661,111460,,,Quentin Halys,R,191,FRA,,,,64 63,3,R32,69,8,3,57,29,24,18,10,3,5,5,1,55,39,28,8,9,3,3
2016-375,Montpellier,Hard,28,A,20160201,MS018,106121,,,Taro Daniel,R,191,JPN,23,97,603,104797,,,Denis Istomin,R,188,UZB,29,61,781,62 62,3,R32,55,3,1,38,28,25,7,8,0,6,2,0,53,38,22,5,8,2,0
2016-375,Montpellier,Hard,28,A,20160201,MS019,104571,8 WC,,Marcos Baghdatis,R,178,CYP,30,53,814,105041,,,Lukas Lacko,R,185,SVK,,,,75 75,3,R32,98,9,2,68,39,33,12,12,3,8,0,1,79,50,30,15,12,4,5
2016-375,Montpellier,Hard,28,A,20160201,MS021,104460,,Q,Dustin Brown,R,196,GER,,,,104327,,,Steve Darcis,R,178,BEL,,,,75 75,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-375,Montpellier,Hard,28,A,20160201,MS022,105526,,,Jan-Lennard Struff,R,196,GER,,,,103917,,,Nicolas Mahut,R,191,FRA,34,54,812,63 75,3,R32,87,9,1,66,42,34,11,11,3,10,5,4,69,42,29,10,10,7,4
2016-375,Montpellier,Hard,28,A,20160201,MS023,105074,,,Ruben Bemelmans,L,183,BEL,,,,105311,6,,Joao Sousa,R,185,POR,26,33,1191,64 36 64,3,R32,114,10,2,111,81,48,16,14,12,4,5,6,79,49,38,11,15,0,15
2016-375,Montpellier,Hard,28,A,20160201,MS024,104273,,Q,Edouard Roger-Vasselin,R,188,FRA,,,,104792,5,,Gael Monfils,R,193,FRA,29,17,1800,64 76(5),3,R32,94,5,1,65,44,30,14,11,1,5,10,2,82,52,34,13,11,2,3
2016-375,Montpellier,Hard,28,A,20160201,MS025,105357,,,John Millman,R,183,AUS,26,78,701,103898,,,Julien Benneteau,R,185,FRA,,,,63 60,3,R32,64,11,0,46,36,28,5,8,0,9,3,2,48,32,17,7,7,5,0
2016-375,Montpellier,Hard,28,A,20160201,MS026,103908,,,Paul-Henri Mathieu,R,185,FRA,34,93,609,111200,,,Elias Ymer,R,183,SWE,,,,61 64,3,R32,78,2,0,65,38,28,16,9,7,5,4,1,49,31,19,8,8,2,7
2016-375,Montpellier,Hard,28,A,20160201,MS028,103582,,,Michael Berrer,L,193,GER,,,,106432,7,,Borna Coric,R,185,CRO,19,38,1066,76(5) 62,3,R32,80,5,1,52,34,30,11,10,0,10,7,3,67,45,32,6,10,7,1
2016-375,Montpellier,Hard,28,A,20160201,MS029,104932,,Q,Kenny De Schepper,L,203,FRA,,,,105932,,,Nikoloz Basilashvili,R,185,GEO,,,,46 76(4) 63,3,R32,122,9,0,91,67,49,15,16,1,14,3,4,105,69,49,17,15,12,3
2016-375,Montpellier,Hard,28,A,20160201,MS030,100644,,,Alexander Zverev,R,198,GER,18,85,651,104563,,,Luca Vanni,R,198,ITA,,,,67(3) 64 75,3,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-7161,Quito,Clay,28,A,20160201,MS001,103607,5,,Victor Estrella Burgos,R,173,DOM,35,58,797,105064,3,,Thomaz Bellucci,L,188,BRA,28,35,1140,46 76(5) 62,3,F,122,8,7,96,57,42,26,15,3,7,9,5,94,48,35,31,15,5,4
2016-7161,Quito,Clay,28,A,20160201,MS002,105064,3,,Thomaz Bellucci,L,188,BRA,28,35,1140,103893,6,,Paolo Lorenzi,R,183,ITA,34,59,786,36 62 63,3,SF,114,4,6,77,45,31,23,13,5,14,8,2,89,49,33,18,13,10,7
2016-7161,Quito,Clay,28,A,20160201,MS003,103607,5,,Victor Estrella Burgos,R,173,DOM,35,58,797,105077,7,,Albert Ramos-Vinolas,L,188,ESP,28,55,808,62 76(5),3,SF,85,7,2,52,30,27,14,10,0,5,3,3,68,42,28,12,10,2,1
2016-7161,Quito,Clay,28,A,20160201,MS004,103893,6,,Paolo Lorenzi,R,183,ITA,34,59,786,106071,1,,Bernard Tomic,R,196,AUS,23,20,1720,67(5) 75 63,3,QF,128,25,3,106,57,52,27,17,3,4,8,4,103,65,53,18,16,2,3
2016-7161,Quito,Clay,28,A,20160201,MS005,105064,3,,Thomaz Bellucci,L,188,BRA,28,35,1140,105807,8,,Pablo Carreno Busta,R,188,ESP,24,67,734,76(0) 46 62,3,QF,127,15,10,87,49,40,19,15,4,14,6,5,111,63,39,24,15,10,7
2016-7161,Quito,Clay,28,A,20160201,MS006,103607,5,,Victor Estrella Burgos,R,173,DOM,35,58,797,105952,,,Renzo Olivo,R,180,ARG,,,,64 67(5) 64,3,QF,135,5,2,100,59,44,26,16,1,7,8,8,100,58,43,26,16,4,2
2016-7161,Quito,Clay,28,A,20160201,MS007,105077,7,,Albert Ramos-Vinolas,L,188,ESP,28,55,808,103852,2,,Feliciano Lopez,L,188,ESP,34,22,1600,75 43 (RET),3,QF,88,4,1,50,36,30,7,9,1,9,11,4,76,37,25,20,10,6,2
2016-7161,Quito,Clay,28,A,20160201,MS008,106071,1,,Bernard Tomic,R,196,AUS,23,20,1720,106148,,,Roberto Carballes Baena,R,180,ESP,,,,63 26 64,3,R16,97,9,3,89,59,41,12,14,5,9,14,4,84,43,31,19,13,5,9
2016-7161,Quito,Clay,28,A,20160201,MS009,103893,6,,Paolo Lorenzi,R,183,ITA,34,59,786,104268,,,Alejandro Falla,L,185,COL,,,,63 62,3,R16,67,1,2,54,28,23,14,9,1,6,4,0,49,32,20,6,8,2,2
2016-7161,Quito,Clay,28,A,20160201,MS010,105064,3,,Thomaz Bellucci,L,188,BRA,28,35,1140,103656,,,Albert Montanes,R,175,ESP,,,,62 64,3,R16,130,9,2,89,57,42,20,12,4,5,9,6,100,55,44,18,12,4,5
2016-7161,Quito,Clay,28,A,20160201,MS011,105807,8,,Pablo Carreno Busta,R,188,ESP,24,67,734,105438,,,Inigo Cervantes,R,183,ESP,26,76,705,67(5) 76(2) 62,3,R16,107,4,8,85,44,33,22,14,6,6,7,4,78,46,32,16,15,2,10
2016-7161,Quito,Clay,28,A,20160201,MS012,103607,5,,Victor Estrella Burgos,R,173,DOM,35,58,797,105413,,,Andrej Martin,R,180,SVK,,,,75 61,3,R16,72,4,1,60,40,28,16,10,6,4,0,2,52,32,17,11,9,1,6
2016-7161,Quito,Clay,28,A,20160201,MS013,105952,,Q,Renzo Olivo,R,180,ARG,,,,104269,4,,Fernando Verdasco,L,185,ESP,32,47,855,76(5) 36 63,3,R16,117,15,7,92,45,37,24,15,6,9,6,9,89,53,39,16,15,5,10
2016-7161,Quito,Clay,28,A,20160201,MS014,105077,7,,Albert Ramos-Vinolas,L,188,ESP,28,55,808,104330,,,Rajeev Ram,R,193,USA,31,81,662,67(5) 63 75,3,R16,140,6,5,105,63,46,30,17,4,5,16,6,89,50,41,23,16,2,5
2016-7161,Quito,Clay,28,A,20160201,MS015,103852,2,,Feliciano Lopez,L,188,ESP,34,22,1600,105154,,,Joao Souza,R,193,BRA,,,,46 76(5) 62,3,R16,55,0,2,38,21,14,6,6,2,5,2,1,41,25,17,8,6,3,5
2016-7161,Quito,Clay,28,A,20160201,MS017,106148,,,Roberto Carballes Baena,R,180,ESP,,,,105572,,,Austin Krajicek,L,188,USA,25,95,608,64 63,3,R32,72,9,1,48,30,25,12,9,1,6,8,3,66,41,30,9,10,3,1
2016-7161,Quito,Clay,28,A,20160201,MS018,104268,,,Alejandro Falla,L,185,COL,,,,104117,,,Giovanni Lapentti,R,193,ECU,,,,62 63,3,R32,73,3,0,50,32,24,10,9,1,11,5,7,65,42,20,11,8,7,2
2016-7161,Quito,Clay,28,A,20160201,MS019,103893,6,,Paolo Lorenzi,R,183,ITA,34,59,786,105271,,,Gonzalo Escobar,L,,ECU,,,,61 62,3,R32,92,5,1,63,32,22,20,8,8,10,4,5,54,39,23,5,7,6,8
2016-7161,Quito,Clay,28,A,20160201,MS021,103656,,,Albert Montanes,R,175,ESP,,,,106075,,,Jozef Kovalik,R,183,SVK,,,,63 36 64,3,R32,108,6,7,85,49,40,17,14,3,10,6,8,85,57,43,13,14,7,5
2016-7161,Quito,Clay,28,A,20160201,MS022,105438,,,Inigo Cervantes,R,183,ESP,26,76,705,105137,,,Pere Riba,R,183,ESP,,,,67(6) 64 63,3,R32,123,8,12,103,48,40,28,15,8,10,14,8,101,51,43,20,16,6,9
2016-7161,Quito,Clay,28,A,20160201,MS023,105807,8,,Pablo Carreno Busta,R,188,ESP,24,67,734,104297,,,Rogerio Dutra Silva,R,178,BRA,,,,63 61,3,R32,58,3,0,43,25,21,12,8,1,6,3,4,50,26,13,12,8,2,1
2016-7161,Quito,Clay,28,A,20160201,MS024,103607,5,,Victor Estrella Burgos,R,173,DOM,35,58,797,105550,,,Guido Pella,L,185,ARG,25,68,730,64 64,3,R32,77,3,2,59,39,30,12,10,2,8,6,4,64,44,34,8,10,6,2
2016-7161,Quito,Clay,28,A,20160201,MS025,105413,,Q,Andrej Martin,R,180,SVK,,,,104719,,,Marcel Granollers,R,191,ESP,29,83,661,76(7) 62,3,R32,105,4,3,63,38,29,13,10,4,13,2,2,77,37,23,18,10,8,7
2016-7161,Quito,Clay,28,A,20160201,MS026,105952,,Q,Renzo Olivo,R,180,ARG,,,,105292,,,Alejandro Gonzalez,R,191,COL,,,,67(1) 63 63,3,R32,143,8,12,111,57,41,31,15,7,10,5,4,99,61,42,19,15,6,8
2016-7161,Quito,Clay,28,A,20160201,MS028,105077,7,,Albert Ramos-Vinolas,L,188,ESP,28,55,808,105583,,,Dusan Lajovic,R,183,SRB,25,74,713,64 76(7),3,R32,91,2,0,64,42,33,19,11,0,1,5,5,71,41,37,14,11,0,0
2016-7161,Quito,Clay,28,A,20160201,MS029,104330,,,Rajeev Ram,R,193,USA,31,81,662,104547,,,Horacio Zeballos,L,188,ARG,,,,64 76(6),3,R32,82,15,0,64,45,36,14,11,2,1,4,3,66,36,29,18,11,0,2
2016-7161,Quito,Clay,28,A,20160201,MS030,105154,,Q,Joao Souza,R,193,BRA,,,,106032,,,Facundo Arguello,R,178,ARG,,,,63 76(7),3,R32,92,11,1,65,44,37,12,11,1,2,2,1,62,41,29,13,10,1,1
2016-7434,Sofia,Hard,28,A,20160201,MS001,105138,1,,Roberto Bautista Agut,R,183,ESP,27,18,1775,104678,2,,Viktor Troicki,R,193,SRB,29,25,1475,63 64,3,F,82,1,0,53,32,24,13,10,0,4,4,1,65,38,20,16,9,1,1
2016-7434,Sofia,Hard,28,A,20160201,MS002,105138,1,,Roberto Bautista Agut,R,183,ESP,27,18,1775,104180,6,,Gilles Muller,L,193,LUX,32,42,970,76(5) 64,3,SF,95,3,2,68,48,37,14,11,1,7,9,2,77,47,39,14,11,6,1
2016-7434,Sofia,Hard,28,A,20160201,MS003,104678,2,,Viktor Troicki,R,193,SRB,29,25,1475,105373,7,,Martin Klizan,L,191,SVK,26,44,920,46 63 75,3,SF,143,6,3,90,53,38,19,16,4,21,4,9,108,64,46,13,15,16,8
2016-7434,Sofia,Hard,28,A,20160201,MS004,105138,1,,Roberto Bautista Agut,R,183,ESP,27,18,1775,105173,8,,Adrian Mannarino,L,180,FRA,27,49,845,64 63,3,QF,69,1,2,53,28,21,20,10,0,5,3,2,51,31,22,12,9,3,0
2016-7434,Sofia,Hard,28,A,20160201,MS005,104180,6,,Gilles Muller,L,193,LUX,32,42,970,104198,3,,Guillermo Garcia-Lopez,R,185,ESP,32,27,1340,76(6) 64,3,QF,93,14,4,68,45,35,11,11,2,9,3,4,77,35,22,22,11,6,4
2016-7434,Sofia,Hard,28,A,20160201,MS006,105373,7,,Martin Klizan,L,191,SVK,26,44,920,104312,4,,Andreas Seppi,R,191,ITA,31,31,1200,64 63,3,QF,82,3,4,69,41,33,12,10,5,3,4,4,53,28,22,10,9,0,6
2016-7434,Sofia,Hard,28,A,20160201,MS007,104678,2,,Viktor Troicki,R,193,SRB,29,25,1475,104259,5,,Philipp Kohlschreiber,R,178,GER,32,34,1150,63 64,3,QF,74,15,0,61,36,29,16,10,4,8,2,2,60,40,28,10,9,6,4
2016-7434,Sofia,Hard,28,A,20160201,MS009,105173,8,,Adrian Mannarino,L,180,FRA,27,49,845,105657,,,Marius Copil,R,193,ROU,,,,64 67(5) 63,3,R16,122,7,1,94,61,52,18,16,0,2,11,8,91,48,41,21,15,0,0
2016-7434,Sofia,Hard,28,A,20160201,MS010,104198,3,,Guillermo Garcia-Lopez,R,185,ESP,32,27,1340,105806,,,Mirza Basic,R,188,BIH,,,,63 64,3,R16,79,5,6,61,25,21,22,10,2,7,3,1,66,35,25,15,9,5,2
2016-7434,Sofia,Hard,28,A,20160201,MS011,104180,6,,Gilles Muller,L,193,LUX,32,42,970,105575,,,Ricardas Berankis,R,175,LTU,25,96,606,75 76(4),3,R16,109,19,6,80,43,37,17,12,1,12,3,6,90,45,34,20,12,10,2
2016-7434,Sofia,Hard,28,A,20160201,MS012,105373,7,,Martin Klizan,L,191,SVK,26,44,920,104586,,,Lukas Rosol,R,196,CZE,30,46,872,63 26 76(4),3,R16,124,2,1,88,57,40,19,15,4,6,8,1,91,53,39,19,14,4,7
2016-7434,Sofia,Hard,28,A,20160201,MS013,104312,4,,Andreas Seppi,R,191,ITA,31,31,1200,105217,,,Thiemo de Bakker,R,193,NED,27,94,609,62 61,3,R16,95,2,3,68,42,33,16,11,5,8,3,3,68,41,32,9,10,6,6
2016-7434,Sofia,Hard,28,A,20160201,MS014,104259,5,,Philipp Kohlschreiber,R,178,GER,32,34,1150,106000,,,Damir Dzumhur,R,175,BIH,23,79,698,61 46 63,3,R16,90,5,2,77,53,41,14,13,2,14,1,1,86,51,32,17,13,10,3
2016-7434,Sofia,Hard,28,A,20160201,MS015,104678,2,,Viktor Troicki,R,193,SRB,29,25,1475,104978,,,Daniel Brands,R,196,GER,,,,64 63,3,R16,117,11,3,85,47,39,23,15,3,9,5,5,93,59,41,12,14,4,5
2016-7434,Sofia,Hard,28,A,20160201,MS017,105936,,,Filip Krajinovic,R,185,SRB,,,,104947,,,Marsel Ilhan,R,191,TUR,,,,63 36 64,3,R32,96,6,1,85,53,38,13,14,6,9,6,6,77,42,32,13,14,4,10
2016-7434,Sofia,Hard,28,A,20160201,MS018,105657,,Q,Marius Copil,R,193,ROU,,,,111202,,,Hyeon Chung,R,185,KOR,19,56,802,62 63,3,R32,60,6,3,45,26,22,14,9,0,7,1,2,51,33,19,9,8,4,0
2016-7434,Sofia,Hard,28,A,20160201,MS019,105173,8,,Adrian Mannarino,L,180,FRA,27,49,845,105539,,,Evgeny Donskoy,R,185,RUS,25,84,657,62 75,3,R32,84,3,2,69,42,33,15,10,3,7,4,1,62,39,25,11,10,4,3
2016-7434,Sofia,Hard,28,A,20160201,MS021,105806,,Q,Mirza Basic,R,188,BIH,,,,106026,,,Yuki Bhambri,R,183,IND,23,100,585,63 76(4),3,R32,85,5,2,70,40,29,15,11,2,9,3,5,68,41,25,12,10,5,5
2016-7434,Sofia,Hard,28,A,20160201,MS022,105575,,,Ricardas Berankis,R,175,LTU,25,96,606,106220,,,Dimitar Kuzmanov,R,183,BUL,,,,63 26 63,3,R32,110,1,2,79,42,29,19,13,5,11,1,5,79,44,27,17,13,7,8
2016-7434,Sofia,Hard,28,A,20160201,MS023,104180,6,,Gilles Muller,L,193,LUX,32,42,970,104291,,,Malek Jaziri,R,185,TUN,,,,63 62,3,R32,61,16,1,43,23,23,13,9,0,4,1,3,47,22,13,14,8,1,0
2016-7434,Sofia,Hard,28,A,20160201,MS024,105373,7,,Martin Klizan,L,191,SVK,26,44,920,105586,,,Alexandar Lazov,L,183,BUL,,,,63 60,3,R32,59,2,3,37,17,15,11,7,1,11,1,2,54,36,20,1,8,5,2
2016-7434,Sofia,Hard,28,A,20160201,MS025,104586,,,Lukas Rosol,R,196,CZE,30,46,872,104898,,,Robin Haase,R,191,NED,28,65,762,36 63 64,3,R32,107,8,5,89,45,33,25,14,5,8,7,1,94,56,36,21,14,5,7
2016-7434,Sofia,Hard,28,A,20160201,MS026,105217,,,Thiemo de Bakker,R,193,NED,27,94,609,105051,,,Matthew Ebden,R,188,AUS,,,,64 61,3,R32,60,8,3,44,26,20,11,8,0,8,4,3,69,40,22,10,9,3,1
2016-7434,Sofia,Hard,28,A,20160201,MS028,104259,5,,Philipp Kohlschreiber,R,178,GER,32,34,1150,104660,,,Sergiy Stakhovsky,R,193,UKR,30,66,745,62 62,3,R32,69,4,1,56,31,22,11,8,3,12,4,3,58,33,14,9,8,6,5
2016-7434,Sofia,Hard,28,A,20160201,MS029,106000,,,Damir Dzumhur,R,175,BIH,23,79,698,106210,,,Jiri Vesely,L,198,CZE,22,51,840,63 36 63,3,R32,95,1,4,77,48,33,19,14,3,7,8,4,72,36,27,20,13,4,5
2016-7434,Sofia,Hard,28,A,20160201,MS030,104978,,Q,Daniel Brands,R,196,GER,,,,105341,,,Thomas Fabbiano,R,173,ITA,,,,76(5) 63,3,R32,98,16,11,82,50,39,10,11,7,9,3,6,86,49,31,15,10,6,9
2016-7434,Sofia,Hard,28,A,20160201,XXX,105138,1,,Roberto Bautista Agut,R,183,ESP,27,18,1775,105936,,,Filip Krajinovic,R,185,SRB,,,,(W/O),3,R16,,,,,,,,,,,,,,,,,,,
2016-402,Memphis,Hard,28,A,20160208,MS001,105453,1,,Kei Nishikori,R,178,JPN,26,7,4235,126203,,,Taylor Fritz,R,193,USA,,,,64 64,3,F,79,1,0,60,38,31,11,10,5,14,9,1,68,39,28,13,10,11,6
2016-402,Memphis,Hard,28,A,20160208,MS002,105453,1,,Kei Nishikori,R,178,JPN,26,7,4235,105023,4,,Sam Querrey,R,198,USA,28,58,785,36 63 63,3,SF,103,8,0,77,47,37,18,13,5,11,12,3,88,58,43,14,14,8,6
2016-402,Memphis,Hard,28,A,20160208,MS003,126203,,WC,Taylor Fritz,R,193,USA,,,,105575,,,Ricardas Berankis,R,175,LTU,,,,26 63 64,3,SF,101,17,3,99,55,39,15,14,4,8,12,4,75,50,38,7,13,3,9
2016-402,Memphis,Hard,28,A,20160208,MS004,105453,1,,Kei Nishikori,R,178,JPN,26,7,4235,105062,,,Mikhail Kukushkin,R,183,KAZ,28,93,612,62 64,3,QF,91,7,0,66,39,29,15,9,5,12,2,3,65,38,26,10,9,9,5
2016-402,Memphis,Hard,28,A,20160208,MS005,105023,4,,Sam Querrey,R,198,USA,28,58,785,106415,,,Yoshihito Nishioka,L,170,JPN,,,,63 64,3,QF,72,11,2,67,34,26,20,10,2,5,1,2,50,32,22,11,9,3,2
2016-402,Memphis,Hard,28,A,20160208,MS006,105575,,,Ricardas Berankis,R,175,LTU,,,,105385,3,,Donald Young,L,183,USA,26,48,847,76(3) 61,3,QF,80,3,3,66,34,26,20,10,2,5,3,1,60,36,27,8,9,2,3
2016-402,Memphis,Hard,28,A,20160208,MS007,126203,,WC,Taylor Fritz,R,193,USA,,,,103794,,,Benjamin Becker,R,178,GER,,,,64 57 76(5),3,QF,140,13,4,118,68,50,21,17,6,7,9,1,103,69,52,13,17,2,11
2016-402,Memphis,Hard,28,A,20160208,MS008,105453,1,,Kei Nishikori,R,178,JPN,26,7,4235,105992,,,Ryan Harrison,R,185,USA,,,,62 75,3,R16,81,1,2,65,37,30,15,10,4,7,8,1,58,43,27,6,10,3,5
2016-402,Memphis,Hard,28,A,20160208,MS009,105062,,,Mikhail Kukushkin,R,183,KAZ,28,93,612,106045,5,,Denis Kudla,R,180,USA,23,59,772,61 75,3,R16,81,1,0,51,23,18,17,9,1,10,8,3,72,42,28,8,10,5,2
2016-402,Memphis,Hard,28,A,20160208,MS010,105023,4,,Sam Querrey,R,198,USA,28,58,785,105967,,,Henri Laaksonen,R,185,SUI,,,,63 64,3,R16,53,7,2,50,29,24,14,10,2,7,3,3,48,30,22,9,9,4,3
2016-402,Memphis,Hard,28,A,20160208,MS011,106415,,Q,Yoshihito Nishioka,L,170,JPN,,,,105011,,,Illya Marchenko,R,185,UKR,28,82,658,61 63,3,R16,72,0,0,40,21,18,14,8,0,11,2,1,60,35,22,8,8,7,0
2016-402,Memphis,Hard,28,A,20160208,MS012,105575,,,Ricardas Berankis,R,175,LTU,,,,106000,8,,Damir Dzumhur,R,175,BIH,23,78,698,63 64,3,R16,83,4,1,59,35,26,14,9,6,11,2,2,76,49,29,12,10,7,7
2016-402,Memphis,Hard,28,A,20160208,MS013,105385,3,,Donald Young,L,183,USA,26,48,847,104719,,,Marcel Granollers,R,191,ESP,29,98,588,61 76(2),3,R16,86,2,1,63,41,28,13,10,2,11,3,0,59,35,18,13,9,7,4
2016-402,Memphis,Hard,28,A,20160208,MS014,103794,,,Benjamin Becker,R,178,GER,,,,105357,7,,John Millman,R,183,AUS,26,66,746,62 76(6),3,R16,81,5,1,62,47,34,9,10,0,7,1,1,64,46,27,10,10,4,1
